,date,precipitation,snow,snow_depth,max_temp,min_temp,avg_daily_wind_speed,avg_relative_humidity,avg_daily_temp,year,month,day,dayof,precip_z,snow_z,maxt_z,mint_z,ws_z,dt_z,score1,score2,score3
505,1980-01-24,0.0,0.0,0.0,62.0,30.0,,,,1980,1,24,1-24,-0.38441954879664436,-0.146424826495752,0.9340464476258658,-0.11105193685627263,,,5.01,6.0,8.0
506,1980-01-25,0.0,0.0,0.0,58.0,44.0,,,,1980,1,25,1-25,-0.38441954879664436,-0.146424826495752,0.6137127190216116,1.0941152693362746,,,6.68,8.0,8.0
507,1980-01-26,0.0,0.0,0.0,51.0,40.0,,,,1980,1,26,1-26,-0.38441954879664436,-0.146424826495752,0.05312869396416687,0.7497817818526896,,,6.68,8.0,8.0
508,1980-01-27,0.0,0.0,0.0,42.0,32.0,,,,1980,1,27,1-27,-0.38441954879664436,-0.146424826495752,-0.6676221953954049,0.06111480688551981,,,5.01,6.0,8.0
509,1980-01-28,0.0,0.0,0.0,35.0,29.0,,,,1980,1,28,1-28,-0.38441954879664436,-0.146424826495752,-1.2282062204528497,-0.19713530872716886,,,3.34,4.0,6.0
510,1980-01-29,0.0,0.0,0.0,31.0,23.0,,,,1980,1,29,1-29,-0.38441954879664436,-0.146424826495752,-1.548539949057104,-0.7136355399525461,,,3.34,4.0,4.0
511,1980-01-30,0.13,0.31,0.0,29.0,24.0,,,,1980,1,30,1-30,-0.026796000720409534,0.5465697969315388,-1.708706813359231,-0.6275521680816499,,,1.67,2.0,6.0
512,1980-01-31,0.0,0.0,0.0,29.0,15.0,,,,1980,1,31,1-31,-0.38441954879664436,-0.146424826495752,-1.708706813359231,-1.402302514919716,,,3.34,4.0,4.0
513,1980-02-01,0.0,0.0,0.0,28.0,12.0,,,,1980,2,1,2-1,-0.38441954879664436,-0.146424826495752,-1.7887902455102944,-1.6605526305324045,,,3.34,4.0,4.0
514,1980-02-02,0.0,0.0,0.0,33.0,11.0,,,,1980,2,2,2-2,-0.38441954879664436,-0.146424826495752,-1.388373084754977,-1.746636002403301,,,3.34,4.0,4.0
515,1980-02-03,0.0,0.0,0.0,37.0,17.0,,,,1980,2,3,2-3,-0.38441954879664436,-0.146424826495752,-1.0680393561507227,-1.2301357711779235,,,3.34,4.0,4.0
516,1980-02-04,0.0,0.0,0.0,35.0,13.0,,,,1980,2,4,2-4,-0.38441954879664436,-0.146424826495752,-1.2282062204528497,-1.5744692586615083,,,3.34,4.0,4.0
517,1980-02-05,0.22,2.28,0.0,33.0,22.0,,,,1980,2,5,2-5,0.22078953256313763,4.950438855485612,-1.388373084754977,-0.7997189118234425,,,0.0,0.0,2.0
518,1980-02-06,0.21,1.81,2.01,34.0,26.0,,,,1980,2,6,2-6,0.19328002886496568,3.899769587708753,-1.3082896526039132,-0.4553854243398575,,,0.0,0.0,4.0
519,1980-02-07,0.0,0.0,4.02,35.0,27.0,,,,1980,2,7,2-7,-0.38441954879664436,-0.146424826495752,-1.2282062204528497,-0.3693020524689613,,,3.34,4.0,6.0
520,1980-02-08,0.15,1.69,2.01,35.0,27.0,,,,1980,2,8,2-8,0.02822300667593425,3.6315136044465754,-1.2282062204528497,-0.3693020524689613,,,0.0,0.0,4.0
521,1980-02-09,0.07,0.79,2.99,33.0,27.0,,,,1980,2,9,2-9,-0.19185302290944098,1.6195937299802472,-1.388373084754977,-0.3693020524689613,,,1.67,2.0,4.0
522,1980-02-10,0.0,0.0,2.99,35.0,19.0,,,,1980,2,10,2-10,-0.38441954879664436,-0.146424826495752,-1.2282062204528497,-1.057969027436131,,,3.34,4.0,4.0
523,1980-02-11,0.0,0.0,2.01,41.0,14.0,,,,1980,2,11,2-11,-0.38441954879664436,-0.146424826495752,-0.7477056275464685,-1.4883858867906121,,,3.34,4.0,4.0
524,1980-02-12,0.0,0.0,0.98,37.0,21.0,,,,1980,2,12,2-12,-0.38441954879664436,-0.146424826495752,-1.0680393561507227,-0.8858022836943387,,,3.34,4.0,4.0
525,1980-02-13,0.0,0.0,0.98,48.0,13.0,,,,1980,2,13,2-13,-0.38441954879664436,-0.146424826495752,-0.18712160248902374,-1.5744692586615083,,,3.34,4.0,6.0
526,1980-02-14,0.0,0.0,0.0,59.0,27.0,,,,1980,2,14,2-14,-0.38441954879664436,-0.146424826495752,0.6937961511726751,-0.3693020524689613,,,5.01,6.0,8.0
527,1980-02-15,0.56,0.0,0.0,54.0,38.0,,,,1980,2,15,2-15,1.1561126583009826,-0.146424826495752,0.2933789904173575,0.5776150381108971,,,5.01,6.0,6.0
528,1980-02-16,0.09,0.0,0.0,49.0,15.0,,,,1980,2,16,2-16,-0.13683401551309718,-0.146424826495752,-0.1070381703379602,-1.402302514919716,,,3.34,4.0,6.0
529,1980-02-17,0.0,0.0,0.0,32.0,11.0,,,,1980,2,17,2-17,-0.38441954879664436,-0.146424826495752,-1.4684565169060404,-1.746636002403301,,,3.34,4.0,4.0
530,1980-02-18,0.0,0.0,0.0,48.0,15.0,,,,1980,2,18,2-18,-0.38441954879664436,-0.146424826495752,-0.18712160248902374,-1.402302514919716,,,3.34,4.0,6.0
531,1980-02-19,0.02,0.0,0.0,50.0,36.0,,,,1980,2,19,2-19,-0.3294005414003005,-0.146424826495752,-0.026954738186896664,0.4054482943691047,,,5.01,6.0,8.0
532,1980-02-20,0.0,0.0,0.0,52.0,42.0,,,,1980,2,20,2-20,-0.38441954879664436,-0.146424826495752,0.1332121261152304,0.921948525594482,,,6.68,8.0,8.0
533,1980-02-21,0.0,0.0,0.0,69.0,47.0,,,,1980,2,21,2-21,-0.38441954879664436,-0.146424826495752,1.4946304726833106,1.3523653849489632,,,6.68,8.0,8.0
534,1980-02-22,0.0,0.0,0.0,73.0,52.0,,,,1980,2,22,2-22,-0.38441954879664436,-0.146424826495752,1.8149642012875646,1.7827822443034442,,,6.68,8.0,8.0
535,1980-02-23,0.03,0.0,0.0,69.0,41.0,,,,1980,2,23,2-23,-0.3018910377021286,-0.146424826495752,1.4946304726833106,0.8358651537235858,,,6.68,8.0,8.0
536,1980-02-24,0.02,0.0,0.0,48.0,38.0,,,,1980,2,24,2-24,-0.3294005414003005,-0.146424826495752,-0.18712160248902374,0.5776150381108971,,,5.01,6.0,8.0
537,1980-02-25,0.01,0.0,0.0,45.0,25.0,,,,1980,2,25,2-25,-0.3569100450984724,-0.146424826495752,-0.42737189894221433,-0.5414687962107537,,,3.34,4.0,8.0
538,1980-02-26,0.0,0.0,0.0,36.0,18.0,,,,1980,2,26,2-26,-0.38441954879664436,-0.146424826495752,-1.1481227883017862,-1.1440523993070273,,,3.34,4.0,4.0
539,1980-02-27,0.0,0.0,0.0,59.0,26.0,,,,1980,2,27,2-27,-0.38441954879664436,-0.146424826495752,0.6937961511726751,-0.4553854243398575,,,5.01,6.0,8.0
540,1980-02-28,0.0,0.0,0.0,73.0,36.0,,,,1980,2,28,2-28,-0.38441954879664436,-0.146424826495752,1.8149642012875646,0.4054482943691047,,,6.68,8.0,8.0
541,1980-02-29,0.0,0.0,0.0,42.0,28.0,,,,1980,2,29,2-29,-0.38441954879664436,-0.146424826495752,-0.6676221953954049,-0.2832186805980651,,,3.34,4.0,8.0
542,1980-12-01,0.0,0.0,0.0,66.0,43.0,,,,1980,12,1,12-1,-0.38441954879664436,-0.146424826495752,1.2543801762301199,1.0080318974653784,,,6.68,8.0,8.0
543,1980-12-02,0.03,0.0,0.0,60.0,31.0,,,,1980,12,2,12-2,-0.3018910377021286,-0.146424826495752,0.7738795833237387,-0.024968564985376408,,,5.01,6.0,8.0
544,1980-12-03,0.0,0.0,0.0,45.0,27.0,,,,1980,12,3,12-3,-0.38441954879664436,-0.146424826495752,-0.42737189894221433,-0.3693020524689613,,,3.34,4.0,8.0
545,1980-12-04,0.0,0.0,0.0,61.0,26.0,,,,1980,12,4,12-4,-0.38441954879664436,-0.146424826495752,0.8539630154748022,-0.4553854243398575,,,5.01,6.0,8.0
546,1980-12-05,0.0,0.0,0.0,66.0,38.0,,,,1980,12,5,12-5,-0.38441954879664436,-0.146424826495752,1.2543801762301199,0.5776150381108971,,,6.68,8.0,8.0
547,1980-12-06,0.0,0.0,0.0,70.0,42.0,,,,1980,12,6,12-6,-0.38441954879664436,-0.146424826495752,1.5747139048343741,0.921948525594482,,,6.68,8.0,8.0
548,1980-12-07,0.0,0.0,0.0,70.0,44.0,,,,1980,12,7,12-7,-0.38441954879664436,-0.146424826495752,1.5747139048343741,1.0941152693362746,,,6.68,8.0,8.0
549,1980-12-08,0.48,0.0,0.0,72.0,49.0,,,,1980,12,8,12-8,0.9360366287156071,-0.146424826495752,1.7348807691365011,1.5245321286907556,,,5.01,6.0,6.0
550,1980-12-09,0.5,0.0,0.0,63.0,43.0,,,,1980,12,9,12-9,0.991055636111951,-0.146424826495752,1.0141298797769294,1.0080318974653784,,,5.01,6.0,6.0
551,1980-12-10,0.0,0.0,0.0,45.0,35.0,,,,1980,12,10,12-10,-0.38441954879664436,-0.146424826495752,-0.42737189894221433,0.31936492249820847,,,5.01,6.0,8.0
552,1980-12-11,0.0,0.0,0.0,49.0,35.0,,,,1980,12,11,12-11,-0.38441954879664436,-0.146424826495752,-0.1070381703379602,0.31936492249820847,,,5.01,6.0,8.0
553,1980-12-12,0.0,0.0,0.0,60.0,33.0,,,,1980,12,12,12-12,-0.38441954879664436,-0.146424826495752,0.7738795833237387,0.14719817875641603,,,6.68,8.0,8.0
554,1980-12-13,0.0,0.0,0.0,60.0,34.0,,,,1980,12,13,12-13,-0.38441954879664436,-0.146424826495752,0.7738795833237387,0.23328155062731226,,,6.68,8.0,8.0
555,1980-12-14,0.0,0.0,0.0,51.0,23.0,,,,1980,12,14,12-14,-0.38441954879664436,-0.146424826495752,0.05312869396416687,-0.7136355399525461,,,5.01,6.0,6.0
556,1980-12-15,0.0,0.0,0.0,52.0,29.0,,,,1980,12,15,12-15,-0.38441954879664436,-0.146424826495752,0.1332121261152304,-0.19713530872716886,,,5.01,6.0,8.0
557,1980-12-16,0.0,0.0,0.0,45.0,30.0,,,,1980,12,16,12-16,-0.38441954879664436,-0.146424826495752,-0.42737189894221433,-0.11105193685627263,,,3.34,4.0,8.0
558,1980-12-17,0.0,0.0,0.0,45.0,24.0,,,,1980,12,17,12-17,-0.38441954879664436,-0.146424826495752,-0.42737189894221433,-0.6275521680816499,,,3.34,4.0,8.0
559,1980-12-18,0.0,0.0,0.0,62.0,32.0,,,,1980,12,18,12-18,-0.38441954879664436,-0.146424826495752,0.9340464476258658,0.06111480688551981,,,6.68,8.0,8.0
560,1980-12-19,0.03,0.0,0.0,53.0,19.0,,,,1980,12,19,12-19,-0.3018910377021286,-0.146424826495752,0.21329555826629396,-1.057969027436131,,,5.01,6.0,6.0
561,1980-12-20,0.0,0.0,0.0,28.0,13.0,,,,1980,12,20,12-20,-0.38441954879664436,-0.146424826495752,-1.7887902455102944,-1.5744692586615083,,,3.34,4.0,4.0
562,1980-12-21,0.0,0.0,0.0,36.0,14.0,,,,1980,12,21,12-21,-0.38441954879664436,-0.146424826495752,-1.1481227883017862,-1.4883858867906121,,,3.34,4.0,4.0
563,1980-12-22,0.0,0.0,0.0,42.0,16.0,,,,1980,12,22,12-22,-0.38441954879664436,-0.146424826495752,-0.6676221953954049,-1.3162191430488197,,,3.34,4.0,6.0
564,1980-12-23,0.0,0.0,0.0,51.0,37.0,,,,1980,12,23,12-23,-0.38441954879664436,-0.146424826495752,0.05312869396416687,0.49153166624000094,,,6.68,8.0,8.0
565,1980-12-24,0.36,0.0,0.0,51.0,24.0,,,,1980,12,24,12-24,0.6059225843375443,-0.146424826495752,0.05312869396416687,-0.6275521680816499,,,3.34,4.0,8.0
566,1980-12-25,0.0,0.0,0.0,27.0,14.0,,,,1980,12,25,12-25,-0.38441954879664436,-0.146424826495752,-1.868873677661358,-1.4883858867906121,,,3.34,4.0,4.0
567,1980-12-26,0.0,0.0,0.0,39.0,25.0,,,,1980,12,26,12-26,-0.38441954879664436,-0.146424826495752,-0.9078724918485955,-0.5414687962107537,,,3.34,4.0,6.0
568,1980-12-27,0.0,0.0,0.0,42.0,27.0,,,,1980,12,27,12-27,-0.38441954879664436,-0.146424826495752,-0.6676221953954049,-0.3693020524689613,,,3.34,4.0,8.0
569,1980-12-28,0.0,0.0,0.0,53.0,22.0,,,,1980,12,28,12-28,-0.38441954879664436,-0.146424826495752,0.21329555826629396,-0.7997189118234425,,,5.01,6.0,6.0
570,1980-12-29,0.0,0.0,0.0,54.0,30.0,,,,1980,12,29,12-29,-0.38441954879664436,-0.146424826495752,0.2933789904173575,-0.11105193685627263,,,5.01,6.0,8.0
571,1980-12-30,0.0,0.0,0.0,39.0,33.0,,,,1980,12,30,12-30,-0.38441954879664436,-0.146424826495752,-0.9078724918485955,0.14719817875641603,,,5.01,6.0,6.0
572,1980-12-31,0.0,0.0,0.0,57.0,33.0,,,,1980,12,31,12-31,-0.38441954879664436,-0.146424826495752,0.5336292868705481,0.14719817875641603,,,6.68,8.0,8.0
573,1981-01-01,0.0,0.0,0.0,37.0,33.0,,,,1981,1,1,1-1,-0.38441954879664436,-0.146424826495752,-1.0680393561507227,0.14719817875641603,,,5.01,6.0,6.0
574,1981-01-02,0.0,0.0,0.0,48.0,27.0,,,,1981,1,2,1-2,-0.38441954879664436,-0.146424826495752,-0.18712160248902374,-0.3693020524689613,,,3.34,4.0,8.0
575,1981-01-03,0.0,0.0,0.0,58.0,30.0,,,,1981,1,3,1-3,-0.38441954879664436,-0.146424826495752,0.6137127190216116,-0.11105193685627263,,,5.01,6.0,8.0
576,1981-01-04,0.0,0.0,0.0,30.0,16.0,,,,1981,1,4,1-4,-0.38441954879664436,-0.146424826495752,-1.6286233812081674,-1.3162191430488197,,,3.34,4.0,4.0
577,1981-01-05,0.0,0.0,0.0,35.0,8.0,,,,1981,1,5,1-5,-0.38441954879664436,-0.146424826495752,-1.2282062204528497,-2.0048861180159894,,,3.34,4.0,4.0
578,1981-01-06,0.27,0.0,0.0,42.0,31.0,,,,1981,1,6,1-6,0.3583370510539972,-0.146424826495752,-0.6676221953954049,-0.024968564985376408,,,1.67,2.0,8.0
579,1981-01-07,0.0,0.0,0.0,37.0,17.0,,,,1981,1,7,1-7,-0.38441954879664436,-0.146424826495752,-1.0680393561507227,-1.2301357711779235,,,3.34,4.0,4.0
580,1981-01-08,0.0,0.0,0.0,45.0,14.0,,,,1981,1,8,1-8,-0.38441954879664436,-0.146424826495752,-0.42737189894221433,-1.4883858867906121,,,3.34,4.0,6.0
581,1981-01-09,0.0,0.0,0.0,41.0,24.0,,,,1981,1,9,1-9,-0.38441954879664436,-0.146424826495752,-0.7477056275464685,-0.6275521680816499,,,3.34,4.0,6.0
582,1981-01-10,0.0,0.0,0.0,30.0,16.0,,,,1981,1,10,1-10,-0.38441954879664436,-0.146424826495752,-1.6286233812081674,-1.3162191430488197,,,3.34,4.0,4.0
583,1981-01-11,0.0,0.0,0.0,29.0,14.0,,,,1981,1,11,1-11,-0.38441954879664436,-0.146424826495752,-1.708706813359231,-1.4883858867906121,,,3.34,4.0,4.0
584,1981-01-12,0.0,0.0,0.0,33.0,5.0,,,,1981,1,12,1-12,-0.38441954879664436,-0.146424826495752,-1.388373084754977,-2.263136233628678,,,3.34,4.0,4.0
585,1981-01-13,0.0,0.0,0.0,50.0,23.0,,,,1981,1,13,1-13,-0.38441954879664436,-0.146424826495752,-0.026954738186896664,-0.7136355399525461,,,3.34,4.0,6.0
586,1981-01-14,0.0,0.0,0.0,56.0,26.0,,,,1981,1,14,1-14,-0.38441954879664436,-0.146424826495752,0.45354585471948455,-0.4553854243398575,,,5.01,6.0,8.0
587,1981-01-15,0.0,0.0,0.0,43.0,28.0,,,,1981,1,15,1-15,-0.38441954879664436,-0.146424826495752,-0.5875387632443414,-0.2832186805980651,,,3.34,4.0,8.0
588,1981-01-16,0.0,0.0,0.0,36.0,22.0,,,,1981,1,16,1-16,-0.38441954879664436,-0.146424826495752,-1.1481227883017862,-0.7997189118234425,,,3.34,4.0,4.0
589,1981-01-17,0.0,0.0,0.0,35.0,19.0,,,,1981,1,17,1-17,-0.38441954879664436,-0.146424826495752,-1.2282062204528497,-1.057969027436131,,,3.34,4.0,4.0
590,1981-01-18,0.0,0.0,0.0,49.0,24.0,,,,1981,1,18,1-18,-0.38441954879664436,-0.146424826495752,-0.1070381703379602,-0.6275521680816499,,,3.34,4.0,8.0
591,1981-01-19,0.0,0.0,0.0,51.0,28.0,,,,1981,1,19,1-19,-0.38441954879664436,-0.146424826495752,0.05312869396416687,-0.2832186805980651,,,5.01,6.0,8.0
592,1981-01-20,0.81,0.0,0.0,47.0,35.0,,,,1981,1,20,1-20,1.8438502507552805,-0.146424826495752,-0.26720503464008727,0.31936492249820847,,,3.34,4.0,6.0
593,1981-01-21,0.03,0.0,0.0,45.0,37.0,,,,1981,1,21,1-21,-0.3018910377021286,-0.146424826495752,-0.42737189894221433,0.49153166624000094,,,5.01,6.0,8.0
594,1981-01-22,0.0,0.0,0.0,46.0,29.0,,,,1981,1,22,1-22,-0.38441954879664436,-0.146424826495752,-0.34728846679115083,-0.19713530872716886,,,3.34,4.0,8.0
595,1981-01-23,0.0,0.0,0.0,50.0,26.0,,,,1981,1,23,1-23,-0.38441954879664436,-0.146424826495752,-0.026954738186896664,-0.4553854243398575,,,3.34,4.0,8.0
596,1981-01-24,0.0,0.0,0.0,60.0,26.0,,,,1981,1,24,1-24,-0.38441954879664436,-0.146424826495752,0.7738795833237387,-0.4553854243398575,,,5.01,6.0,8.0
597,1981-01-25,0.0,0.0,0.0,71.0,33.0,,,,1981,1,25,1-25,-0.38441954879664436,-0.146424826495752,1.6547973369854376,0.14719817875641603,,,6.68,8.0,8.0
598,1981-01-26,0.02,0.0,0.0,68.0,52.0,,,,1981,1,26,1-26,-0.3294005414003005,-0.146424826495752,1.414547040532247,1.7827822443034442,,,6.68,8.0,8.0
599,1981-01-27,0.02,0.0,0.0,57.0,36.0,,,,1981,1,27,1-27,-0.3294005414003005,-0.146424826495752,0.5336292868705481,0.4054482943691047,,,6.68,8.0,8.0
600,1981-01-28,0.0,0.0,0.0,58.0,27.0,,,,1981,1,28,1-28,-0.38441954879664436,-0.146424826495752,0.6137127190216116,-0.3693020524689613,,,5.01,6.0,8.0
601,1981-01-29,0.0,0.0,0.0,47.0,31.0,,,,1981,1,29,1-29,-0.38441954879664436,-0.146424826495752,-0.26720503464008727,-0.024968564985376408,,,3.34,4.0,8.0
602,1981-01-30,0.45,1.18,0.0,38.0,23.0,,,,1981,1,30,1-30,0.8535081176210915,2.4914256755823225,-0.9879559239996591,-0.7136355399525461,,,0.0,0.0,0.0
603,1981-01-31,0.0,0.0,0.0,48.0,17.0,,,,1981,1,31,1-31,-0.38441954879664436,-0.146424826495752,-0.18712160248902374,-1.2301357711779235,,,3.34,4.0,6.0
604,1981-02-01,1.77,0.0,0.0,49.0,36.0,,,,1981,2,1,2-1,4.484762605779784,-0.146424826495752,-0.1070381703379602,0.4054482943691047,,,3.34,4.0,6.0
605,1981-02-02,0.0,0.2,0.0,36.0,19.0,,,,1981,2,2,2-2,-0.38441954879664436,0.30066847894120985,-1.1481227883017862,-1.057969027436131,,,1.67,2.0,4.0
606,1981-02-03,0.0,0.0,0.0,33.0,14.0,,,,1981,2,3,2-3,-0.38441954879664436,-0.146424826495752,-1.388373084754977,-1.4883858867906121,,,3.34,4.0,4.0
607,1981-02-04,0.0,0.0,0.0,37.0,17.0,,,,1981,2,4,2-4,-0.38441954879664436,-0.146424826495752,-1.0680393561507227,-1.2301357711779235,,,3.34,4.0,4.0
608,1981-02-05,0.0,0.0,0.0,40.0,12.0,,,,1981,2,5,2-5,-0.38441954879664436,-0.146424826495752,-0.827789059697532,-1.6605526305324045,,,3.34,4.0,4.0
609,1981-02-06,0.0,0.0,0.0,48.0,28.0,,,,1981,2,6,2-6,-0.38441954879664436,-0.146424826495752,-0.18712160248902374,-0.2832186805980651,,,3.34,4.0,8.0
610,1981-02-07,0.1,0.0,0.0,49.0,26.0,,,,1981,2,7,2-7,-0.10932451181492525,-0.146424826495752,-0.1070381703379602,-0.4553854243398575,,,3.34,4.0,8.0
611,1981-02-08,0.14,0.31,0.0,40.0,23.0,,,,1981,2,8,2-8,0.0007135029777623963,0.5465697969315388,-0.827789059697532,-0.7136355399525461,,,0.0,0.0,4.0
612,1981-02-09,0.0,0.0,0.0,49.0,15.0,,,,1981,2,9,2-9,-0.38441954879664436,-0.146424826495752,-0.1070381703379602,-1.402302514919716,,,3.34,4.0,6.0
613,1981-02-10,0.55,0.0,0.0,57.0,38.0,,,,1981,2,10,2-10,1.1286031546028106,-0.146424826495752,0.5336292868705481,0.5776150381108971,,,5.01,6.0,6.0
614,1981-02-11,0.1,1.18,0.0,38.0,4.0,,,,1981,2,11,2-11,-0.10932451181492525,2.4914256755823225,-0.9879559239996591,-2.349219605499574,,,1.67,2.0,2.0
615,1981-02-12,0.0,0.0,0.0,25.0,-0.0,,,,1981,2,12,2-12,-0.38441954879664436,-0.146424826495752,-2.029040541963485,-2.6935530929831595,,,3.34,4.0,4.0
616,1981-02-13,0.0,0.0,0.0,41.0,13.0,,,,1981,2,13,2-13,-0.38441954879664436,-0.146424826495752,-0.7477056275464685,-1.5744692586615083,,,3.34,4.0,4.0
617,1981-02-14,0.0,0.0,0.0,54.0,21.0,,,,1981,2,14,2-14,-0.38441954879664436,-0.146424826495752,0.2933789904173575,-0.8858022836943387,,,5.01,6.0,6.0
618,1981-02-15,0.0,0.0,0.0,64.0,28.0,,,,1981,2,15,2-15,-0.38441954879664436,-0.146424826495752,1.0942133119279929,-0.2832186805980651,,,5.01,6.0,8.0
619,1981-02-16,0.57,0.0,0.0,56.0,46.0,,,,1981,2,16,2-16,1.1836221619991543,-0.146424826495752,0.45354585471948455,1.266282013078067,,,5.01,6.0,6.0
620,1981-02-17,0.08,0.0,0.0,69.0,52.0,,,,1981,2,17,2-17,-0.16434351921126908,-0.146424826495752,1.4946304726833106,1.7827822443034442,,,6.68,8.0,8.0
621,1981-02-18,0.13,0.0,0.0,58.0,50.0,,,,1981,2,18,2-18,-0.026796000720409534,-0.146424826495752,0.6137127190216116,1.6106155005616518,,,6.68,8.0,8.0
622,1981-02-19,0.0,0.0,0.0,72.0,53.0,,,,1981,2,19,2-19,-0.38441954879664436,-0.146424826495752,1.7348807691365011,1.8688656161743404,,,6.68,8.0,8.0
623,1981-02-20,0.0,0.0,0.0,68.0,43.0,,,,1981,2,20,2-20,-0.38441954879664436,-0.146424826495752,1.414547040532247,1.0080318974653784,,,6.68,8.0,8.0
624,1981-02-21,0.0,0.0,0.0,72.0,35.0,,,,1981,2,21,2-21,-0.38441954879664436,-0.146424826495752,1.7348807691365011,0.31936492249820847,,,6.68,8.0,8.0
625,1981-02-22,0.1,0.0,0.0,70.0,46.0,,,,1981,2,22,2-22,-0.10932451181492525,-0.146424826495752,1.5747139048343741,1.266282013078067,,,6.68,8.0,8.0
626,1981-02-23,0.0,0.0,0.0,59.0,34.0,,,,1981,2,23,2-23,-0.38441954879664436,-0.146424826495752,0.6937961511726751,0.23328155062731226,,,6.68,8.0,8.0
627,1981-02-24,0.0,0.0,0.0,63.0,33.0,,,,1981,2,24,2-24,-0.38441954879664436,-0.146424826495752,1.0141298797769294,0.14719817875641603,,,6.68,8.0,8.0
628,1981-02-25,0.0,0.0,0.0,75.0,29.0,,,,1981,2,25,2-25,-0.38441954879664436,-0.146424826495752,1.9751310655896916,-0.19713530872716886,,,5.01,6.0,8.0
629,1981-02-26,0.0,0.0,0.0,78.0,39.0,,,,1981,2,26,2-26,-0.38441954879664436,-0.146424826495752,2.215381362042882,0.6636984099817934,,,6.68,8.0,8.0
630,1981-02-27,0.0,0.0,0.0,78.0,39.0,,,,1981,2,27,2-27,-0.38441954879664436,-0.146424826495752,2.215381362042882,0.6636984099817934,,,6.68,8.0,8.0
631,1981-02-28,0.29,0.0,0.0,67.0,45.0,,,,1981,2,28,2-28,0.4133560584503409,-0.146424826495752,1.3344636083811834,1.1801986412071708,,,5.01,6.0,8.0
632,1981-12-01,0.03,0.0,0.0,63.0,41.0,,,,1981,12,1,12-1,-0.3018910377021286,-0.146424826495752,1.0141298797769294,0.8358651537235858,,,6.68,8.0,8.0
633,1981-12-02,0.0,0.0,0.0,50.0,41.0,,,,1981,12,2,12-2,-0.38441954879664436,-0.146424826495752,-0.026954738186896664,0.8358651537235858,,,5.01,6.0,8.0
634,1981-12-03,0.0,0.0,0.0,54.0,35.0,,,,1981,12,3,12-3,-0.38441954879664436,-0.146424826495752,0.2933789904173575,0.31936492249820847,,,6.68,8.0,8.0
635,1981-12-04,0.0,0.0,0.0,50.0,39.0,,,,1981,12,4,12-4,-0.38441954879664436,-0.146424826495752,-0.026954738186896664,0.6636984099817934,,,5.01,6.0,8.0
636,1981-12-05,0.0,0.0,0.0,48.0,29.0,,,,1981,12,5,12-5,-0.38441954879664436,-0.146424826495752,-0.18712160248902374,-0.19713530872716886,,,3.34,4.0,8.0
637,1981-12-06,0.0,0.0,0.0,56.0,28.0,,,,1981,12,6,12-6,-0.38441954879664436,-0.146424826495752,0.45354585471948455,-0.2832186805980651,,,5.01,6.0,8.0
638,1981-12-07,0.0,0.0,0.0,66.0,45.0,,,,1981,12,7,12-7,-0.38441954879664436,-0.146424826495752,1.2543801762301199,1.1801986412071708,,,6.68,8.0,8.0
639,1981-12-08,0.0,0.0,0.0,54.0,33.0,,,,1981,12,8,12-8,-0.38441954879664436,-0.146424826495752,0.2933789904173575,0.14719817875641603,,,6.68,8.0,8.0
640,1981-12-09,0.0,0.0,0.0,39.0,29.0,,,,1981,12,9,12-9,-0.38441954879664436,-0.146424826495752,-0.9078724918485955,-0.19713530872716886,,,3.34,4.0,6.0
641,1981-12-10,0.0,0.0,0.0,42.0,26.0,,,,1981,12,10,12-10,-0.38441954879664436,-0.146424826495752,-0.6676221953954049,-0.4553854243398575,,,3.34,4.0,8.0
642,1981-12-11,0.0,0.0,0.0,40.0,24.0,,,,1981,12,11,12-11,-0.38441954879664436,-0.146424826495752,-0.827789059697532,-0.6275521680816499,,,3.34,4.0,6.0
643,1981-12-12,0.0,0.0,0.0,46.0,24.0,,,,1981,12,12,12-12,-0.38441954879664436,-0.146424826495752,-0.34728846679115083,-0.6275521680816499,,,3.34,4.0,8.0
644,1981-12-13,0.24,0.0,0.0,48.0,22.0,,,,1981,12,13,12-13,0.2758085399594814,-0.146424826495752,-0.18712160248902374,-0.7997189118234425,,,1.67,2.0,6.0
645,1981-12-14,0.27,0.0,0.0,43.0,39.0,,,,1981,12,14,12-14,0.3583370510539972,-0.146424826495752,-0.5875387632443414,0.6636984099817934,,,3.34,4.0,8.0
646,1981-12-15,0.0,0.0,0.0,41.0,30.0,,,,1981,12,15,12-15,-0.38441954879664436,-0.146424826495752,-0.7477056275464685,-0.11105193685627263,,,3.34,4.0,6.0
647,1981-12-16,0.0,0.0,0.0,47.0,21.0,,,,1981,12,16,12-16,-0.38441954879664436,-0.146424826495752,-0.26720503464008727,-0.8858022836943387,,,3.34,4.0,6.0
648,1981-12-17,0.12,0.0,0.0,50.0,25.0,,,,1981,12,17,12-17,-0.054305504418581466,-0.146424826495752,-0.026954738186896664,-0.5414687962107537,,,3.34,4.0,8.0
649,1981-12-18,0.0,0.0,0.0,27.0,15.0,,,,1981,12,18,12-18,-0.38441954879664436,-0.146424826495752,-1.868873677661358,-1.402302514919716,,,3.34,4.0,4.0
650,1981-12-19,0.0,0.0,0.0,28.0,8.0,,,,1981,12,19,12-19,-0.38441954879664436,-0.146424826495752,-1.7887902455102944,-2.0048861180159894,,,3.34,4.0,4.0
